Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Month,Year
Foot Locker,1185732,2021-02-08,Northeast,Connecticut,Hartford,Men's Athletic Footwear,24.0,41,98.0,38.0,Outlet,2021-02-01,2021-01-01
Sports Direct,1185732,2021-09-13,Northeast,Massachusetts,Boston,Men's Apparel,39.0,41,160.0,50.0,Outlet,2021-09-01,2021-01-01
Foot Locker,1185732,2021-11-01,Northeast,Pennsylvania,Philadelphia,Men's Apparel,39.0,40,156.0,58.0,Outlet,2021-11-01,2021-01-01
Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Men's Apparel,40.0,40,160.0,67.0,Outlet,2021-04-01,2021-01-01
Sports Direct,1185732,2021-04-04,Northeast,Connecticut,Hartford,Men's Apparel,37.0,40,148.0,50.0,Outlet,2021-04-01,2021-01-01
Foot Locker,1185732,2021-02-08,Northeast,Rhode Island,Providence,Men's Apparel,34.0,40,136.0,49.0,Outlet,2021-02-01,2021-01-01
Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Men's Athletic Footwear,23.0,40,92.0,37.0,Outlet,2021-04-01,2021-01-01
Foot Locker,1185732,2021-08-07,Northeast,Rhode Island,Providence,Men's Apparel,37.0,40,148.0,53.0,Outlet,2021-08-01,2021-01-01
Foot Locker,1185732,2021-07-26,Midwest,Illinois,Chicago,Women's Street Footwear,48.0,39,187.0,84.0,Online,2021-07-01,2021-01-01
Foot Locker,1185732,2021-11-24,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,52.0,39,203.0,107.0,Online,2021-11-01,2021-01-01
West Gear,1128299,2020-03-31,West,Colorado,Denver,Men's Apparel,56.0,39,218.0,131.0,Online,2020-03-01,2020-01-01
Foot Locker,1185732,2020-10-21,Midwest,Minnesota,Minneapolis,Men's Apparel,43.0,39,168.0,75.0,Online,2020-10-01,2020-01-01
Foot Locker,1185732,2021-06-04,Midwest,Nebraska,Omaha,Women's Street Footwear,29.0,39,113.0,57.0,Online,2021-06-01,2021-01-01
Foot Locker,1185732,2021-06-13,Midwest,Nebraska,Omaha,Women's Apparel,34.0,39,133.0,82.0,Online,2021-06-01,2021-01-01
Foot Locker,1185732,2021-06-23,Midwest,Nebraska,Omaha,Women's Athletic Footwear,27.0,39,105.0,57.0,Online,2021-06-01,2021-01-01
Foot Locker,1185732,2021-07-13,Midwest,Nebraska,Omaha,Women's Apparel,34.0,39,133.0,82.0,Online,2021-07-01,2021-01-01
Foot Locker,1185732,2021-07-30,Midwest,Nebraska,Omaha,Men's Apparel,45.0,39,176.0,84.0,Online,2021-07-01,2021-01-01
West Gear,1128299,2021-03-16,South,Louisiana,New Orleans,Men's Apparel,56.0,39,218.0,131.0,Online,2021-03-01,2021-01-01
Foot Locker,1128299,2021-04-23,West,Arizona,Phoenix,Men's Apparel,50.0,39,195.0,82.0,Online,2021-04-01,2021-01-01
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Men's Apparel,51.0,39,199.0,93.0,Online,2021-03-01,2021-01-01
Foot Locker,1185732,2021-09-13,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,34.0,39,133.0,53.0,Online,2021-09-01,2021-01-01
Sports Direct,1185732,2021-10-09,Midwest,North Dakota,Fargo,Women's Street Footwear,39.0,39,152.0,67.0,Online,2021-10-01,2021-01-01
Foot Locker,1185732,2021-03-05,Midwest,Iowa,Des Moines,Men's Apparel,28.0,39,109.0,70.0,Online,2021-03-01,2021-01-01
Foot Locker,1185732,2021-10-06,Midwest,Iowa,Des Moines,Women's Street Footwear,34.0,39,133.0,54.0,Online,2021-10-01,2021-01-01
West Gear,1185732,2021-02-03,Midwest,Iowa,Des Moines,Men's Athletic Footwear,29.0,39,113.0,55.0,Online,2021-02-01,2021-01-01
West Gear,1185732,2021-04-03,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,20.0,39,78.0,36.0,Online,2021-04-01,2021-01-01
West Gear,1185732,2021-03-20,Northeast,Maryland,Baltimore,Men's Athletic Footwear,34.0,39,133.0,62.0,Online,2021-03-01,2021-01-01
Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Men's Apparel,48.0,39,187.0,75.0,Online,2021-03-01,2021-01-01
Foot Locker,1185732,2021-08-07,Northeast,Rhode Island,Providence,Women's Athletic Footwear,37.0,39,144.0,76.0,Online,2021-08-01,2021-01-01
Sports Direct,1185732,2021-09-13,Northeast,Massachusetts,Boston,Women's Street Footwear,41.0,39,160.0,59.0,Online,2021-09-01,2021-01-01
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,49.0,39,191.0,71.0,Online,2021-01-01,2021-01-01
Foot Locker,1185732,2021-11-19,Northeast,Pennsylvania,Philadelphia,Men's Apparel,51.0,39,199.0,74.0,Outlet,2021-11-01,2021-01-01
Foot Locker,1128299,2021-02-24,Southeast,Virginia,Richmond,Men's Apparel,29.0,39,113.0,51.0,Outlet,2021-02-01,2021-01-01
West Gear,1128299,2021-04-24,West,Oregon,Portland,Men's Apparel,36.0,39,140.0,59.0,Outlet,2021-04-01,2021-01-01
Foot Locker,1128299,2021-03-22,West,Arizona,Phoenix,Men's Apparel,41.0,39,160.0,51.0,Outlet,2021-03-01,2021-01-01
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,16.0,39,62.0,29.0,Outlet,2021-03-01,2021-01-01
Sports Direct,1185732,2021-02-05,Northeast,Connecticut,Hartford,Women's Athletic Footwear,24.0,39,94.0,31.0,Outlet,2021-02-01,2021-01-01
Foot Locker,1185732,2021-09-06,Northeast,Rhode Island,Providence,Women's Street Footwear,29.0,39,113.0,49.0,Outlet,2021-09-01,2021-01-01
Sports Direct,1185732,2021-04-14,Northeast,Massachusetts,Boston,Women's Athletic Footwear,23.0,39,90.0,25.0,Outlet,2021-04-01,2021-01-01
Sports Direct,1185732,2021-09-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,34.0,39,133.0,36.0,Outlet,2021-09-01,2021-01-01
Amazon,1185732,2021-03-10,Northeast,Vermont,Burlington,Women's Athletic Footwear,30.0,39,117.0,47.0,Outlet,2021-03-01,2021-01-01
Foot Locker,1185732,2021-06-16,Midwest,Illinois,Chicago,Men's Apparel,56.0,38,213.0,100.0,Online,2021-06-01,2021-01-01
Foot Locker,1185732,2021-11-04,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,47.0,38,179.0,88.0,Online,2021-11-01,2021-01-01
Foot Locker,1185732,2021-11-11,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,38.0,38,144.0,66.0,Online,2021-11-01,2021-01-01
Foot Locker,1185732,2020-10-24,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,34.0,38,129.0,58.0,Online,2020-10-01,2020-01-01
Foot Locker,1185732,2020-11-12,Midwest,Minnesota,Minneapolis,Women's Street Footwear,37.0,38,141.0,62.0,Online,2020-11-01,2020-01-01
Foot Locker,1185732,2020-12-18,Midwest,Minnesota,Minneapolis,Women's Street Footwear,36.0,38,137.0,55.0,Online,2020-12-01,2020-01-01
Foot Locker,1185732,2021-05-28,Midwest,Nebraska,Omaha,Men's Athletic Footwear,33.0,38,125.0,63.0,Online,2021-05-01,2021-01-01
Foot Locker,1185732,2021-06-07,Midwest,Nebraska,Omaha,Women's Apparel,37.0,38,141.0,86.0,Online,2021-06-01,2021-01-01
Foot Locker,1185732,2021-07-05,Midwest,Nebraska,Omaha,Women's Athletic Footwear,29.0,38,110.0,56.0,Online,2021-07-01,2021-01-01
Foot Locker,1185732,2021-07-19,Midwest,Nebraska,Omaha,Women's Apparel,44.0,38,167.0,105.0,Online,2021-07-01,2021-01-01
Foot Locker,1185732,2021-07-29,Midwest,Nebraska,Omaha,Women's Athletic Footwear,38.0,38,144.0,79.0,Online,2021-07-01,2021-01-01
Amazon,1185732,2021-12-29,Northeast,Maine,Portland,Women's Street Footwear,41.0,38,156.0,86.0,Online,2021-12-01,2021-01-01
Foot Locker,1128299,2021-02-10,West,Hawaii,Honolulu,Men's Apparel,47.0,38,179.0,54.0,Online,2021-02-01,2021-01-01
Foot Locker,1128299,2021-02-24,Southeast,Virginia,Richmond,Men's Apparel,42.0,38,160.0,88.0,Online,2021-02-01,2021-01-01
West Gear,1128299,2021-02-24,West,Oregon,Portland,Men's Apparel,42.0,38,160.0,83.0,Online,2021-02-01,2021-01-01
Amazon,1185732,2021-05-23,Southeast,Kentucky,Louisville,Women's Athletic Footwear,38.0,38,144.0,78.0,Online,2021-05-01,2021-01-01
Kohl's,1197831,2021-04-13,Midwest,Kansas,Wichita,Men's Apparel,39.0,38,148.0,73.0,Online,2021-04-01,2021-01-01
Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Men's Apparel,51.0,38,194.0,97.0,Online,2021-05-01,2021-01-01
Foot Locker,1185732,2021-10-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,54.0,38,205.0,96.0,Online,2021-10-01,2021-01-01
Foot Locker,1185732,2021-02-06,Midwest,Iowa,Des Moines,Men's Apparel,38.0,38,144.0,94.0,Online,2021-02-01,2021-01-01
Foot Locker,1185732,2021-09-07,Midwest,Iowa,Des Moines,Women's Athletic Footwear,23.0,38,87.0,39.0,Online,2021-09-01,2021-01-01
Foot Locker,1185732,2021-10-06,Midwest,Iowa,Des Moines,Men's Apparel,42.0,38,160.0,102.0,Online,2021-10-01,2021-01-01
West Gear,1185732,2021-02-03,Midwest,Wisconsin,Milwaukee,Men's Apparel,38.0,38,144.0,88.0,Online,2021-02-01,2021-01-01
West Gear,1185732,2021-05-04,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,32.0,38,122.0,54.0,Online,2021-05-01,2021-01-01
West Gear,1185732,2021-10-10,Midwest,Indiana,Indianapolis,Women's Street Footwear,32.0,38,122.0,57.0,Online,2021-10-01,2021-01-01
West Gear,1185732,2021-10-10,Midwest,Indiana,Indianapolis,Men's Apparel,41.0,38,156.0,69.0,Online,2021-10-01,2021-01-01
West Gear,1185732,2021-02-22,Northeast,West Virginia,Charleston,Men's Athletic Footwear,34.0,38,129.0,59.0,Online,2021-02-01,2021-01-01
West Gear,1185732,2021-05-20,Northeast,Maryland,Baltimore,Women's Street Footwear,36.0,38,137.0,66.0,Online,2021-05-01,2021-01-01
Sports Direct,1185732,2021-08-21,Northeast,Maryland,Baltimore,Men's Apparel,47.0,38,179.0,80.0,Online,2021-08-01,2021-01-01
Kohl's,1185732,2021-01-10,Northeast,Delaware,Wilmington,Women's Athletic Footwear,27.0,38,103.0,51.0,Online,2021-01-01,2021-01-01
Kohl's,1185732,2021-09-06,Northeast,New Jersey,Newark,Women's Athletic Footwear,37.0,38,141.0,75.0,Online,2021-09-01,2021-01-01
Kohl's,1185732,2021-10-08,Northeast,New Jersey,Newark,Men's Apparel,58.0,38,220.0,90.0,Online,2021-10-01,2021-01-01
Sports Direct,1185732,2021-04-04,Northeast,Connecticut,Hartford,Women's Athletic Footwear,32.0,38,122.0,55.0,Online,2021-04-01,2021-01-01
Sports Direct,1185732,2021-10-05,Northeast,Connecticut,Hartford,Women's Athletic Footwear,50.0,38,190.0,76.0,Online,2021-10-01,2021-01-01
Foot Locker,1185732,2021-09-06,Northeast,Rhode Island,Providence,Women's Street Footwear,36.0,38,137.0,70.0,Online,2021-09-01,2021-01-01
Amazon,1185732,2021-03-10,Northeast,Vermont,Burlington,Women's Athletic Footwear,36.0,38,137.0,67.0,Online,2021-03-01,2021-01-01
Amazon,1185732,2021-04-11,Northeast,Vermont,Burlington,Men's Apparel,51.0,38,194.0,89.0,Online,2021-04-01,2021-01-01
Amazon,1185732,2021-03-17,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,44.0,38,167.0,70.0,Online,2021-03-01,2021-01-01
Foot Locker,1185732,2021-12-17,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,38.0,38,144.0,55.0,Outlet,2021-12-01,2021-01-01
Sports Direct,1185732,2021-10-15,Northeast,Massachusetts,Boston,Women's Street Footwear,41.0,38,156.0,47.0,Outlet,2021-10-01,2021-01-01
Foot Locker,1185732,2021-10-26,Northeast,Pennsylvania,Philadelphia,Men's Apparel,54.0,36,194.0,87.0,Online,2021-10-01,2021-01-01
Foot Locker,1185732,2021-11-01,Northeast,Pennsylvania,Philadelphia,Men's Apparel,51.0,36,184.0,84.0,Online,2021-11-01,2021-01-01
Foot Locker,1185732,2021-12-13,Northeast,Pennsylvania,Philadelphia,Men's Apparel,50.0,36,180.0,81.0,Online,2021-12-01,2021-01-01
Foot Locker,1185732,2021-07-23,Midwest,Nebraska,Omaha,Women's Athletic Footwear,27.0,36,97.0,53.0,Online,2021-07-01,2021-01-01
Amazon,1185732,2021-12-30,Northeast,Maine,Portland,Women's Athletic Footwear,42.0,36,151.0,68.0,Online,2021-12-01,2021-01-01
Amazon,1185732,2021-12-31,Northeast,Maine,Portland,Men's Apparel,52.0,36,187.0,69.0,Online,2021-12-01,2021-01-01
Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Women's Athletic Footwear,49.0,36,176.0,67.0,Online,2021-03-01,2021-01-01
Foot Locker,1128299,2021-03-09,West,Hawaii,Honolulu,Men's Apparel,55.0,36,198.0,51.0,Online,2021-03-01,2021-01-01
West Gear,1128299,2021-04-24,West,Oregon,Portland,Men's Apparel,48.0,36,173.0,86.0,Online,2021-04-01,2021-01-01
Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Women's Athletic Footwear,34.0,36,122.0,49.0,Online,2021-01-01,2021-01-01
Foot Locker,1185732,2021-10-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,43.0,36,155.0,70.0,Online,2021-10-01,2021-01-01
Sports Direct,1185732,2021-03-08,Midwest,North Dakota,Fargo,Men's Apparel,36.0,36,130.0,65.0,Online,2021-03-01,2021-01-01
West Gear,1185732,2021-02-10,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,29.0,36,104.0,49.0,Online,2021-02-01,2021-01-01
West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,19.0,36,68.0,33.0,Online,2021-04-01,2021-01-01
West Gear,1185732,2021-05-20,Northeast,Maryland,Baltimore,Men's Apparel,49.0,36,176.0,74.0,Online,2021-05-01,2021-01-01
Sports Direct,1185732,2021-09-20,Northeast,Maryland,Baltimore,Women's Street Footwear,38.0,36,137.0,68.0,Online,2021-09-01,2021-01-01
Foot Locker,1185732,2021-02-08,Northeast,Connecticut,Hartford,Men's Athletic Footwear,34.0,36,122.0,58.0,Online,2021-02-01,2021-01-01
Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Women's Street Footwear,24.0,36,86.0,45.0,Online,2021-04-01,2021-01-01
Sports Direct,1185732,2021-09-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,42.0,36,151.0,60.0,Online,2021-09-01,2021-01-01
Foot Locker,1185732,2021-06-28,Midwest,Illinois,Chicago,Men's Apparel,59.0,35,207.0,95.0,Online,2021-06-01,2021-01-01
Foot Locker,1185732,2021-10-29,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,44.0,35,154.0,74.0,Online,2021-10-01,2021-01-01
Foot Locker,1185732,2020-10-30,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,38.0,35,133.0,53.0,Online,2020-10-01,2020-01-01
Foot Locker,1185732,2021-05-25,Midwest,Nebraska,Omaha,Men's Apparel,43.0,35,151.0,68.0,Online,2021-05-01,2021-01-01
Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Men's Apparel,49.0,35,172.0,87.0,Online,2021-04-01,2021-01-01
Amazon,1185732,2021-04-22,Southeast,Kentucky,Louisville,Men's Apparel,47.0,35,165.0,81.0,Online,2021-04-01,2021-01-01
Kohl's,1197831,2021-04-13,Midwest,Kansas,Wichita,Women's Athletic Footwear,19.0,35,67.0,30.0,Online,2021-04-01,2021-01-01
Sports Direct,1185732,2021-04-04,Northeast,Connecticut,Hartford,Men's Apparel,46.0,35,161.0,72.0,Online,2021-04-01,2021-01-01
Foot Locker,1185732,2021-02-08,Northeast,Rhode Island,Providence,Men's Apparel,41.0,35,144.0,59.0,Online,2021-02-01,2021-01-01
Sports Direct,1185732,2021-04-14,Northeast,Massachusetts,Boston,Women's Athletic Footwear,32.0,35,112.0,44.0,Online,2021-04-01,2021-01-01
Foot Locker,1185732,2021-06-03,West,California,Los Angeles,Women's Athletic Footwear,37.0,34,126.0,65.0,Online,2021-06-01,2021-01-01
Foot Locker,1185732,2021-12-17,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,48.0,34,163.0,73.0,Online,2021-12-01,2021-01-01
Foot Locker,1185732,2020-12-08,Midwest,Minnesota,Minneapolis,Men's Apparel,32.0,34,109.0,48.0,Online,2020-12-01,2020-01-01
Foot Locker,1185732,2020-12-20,Midwest,Minnesota,Minneapolis,Men's Apparel,52.0,34,177.0,74.0,Online,2020-12-01,2020-01-01
Amazon,1185732,2021-11-08,Northeast,Maine,Portland,Women's Athletic Footwear,41.0,34,139.0,56.0,Online,2021-11-01,2021-01-01
Amazon,1185732,2021-02-22,Southeast,Kentucky,Louisville,Women's Athletic Footwear,34.0,34,116.0,62.0,Online,2021-02-01,2021-01-01
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20.0,34,68.0,34.0,Online,2021-03-01,2021-01-01
Sports Direct,1185732,2021-10-09,Midwest,North Dakota,Fargo,Men's Apparel,45.0,34,153.0,72.0,Online,2021-10-01,2021-01-01
Foot Locker,1185732,2021-04-06,Midwest,Iowa,Des Moines,Men's Apparel,55.0,34,187.0,114.0,Online,2021-04-01,2021-01-01
Foot Locker,1185732,2021-05-07,Midwest,Iowa,Des Moines,Women's Athletic Footwear,33.0,34,112.0,49.0,Online,2021-05-01,2021-01-01
West Gear,1185732,2021-03-02,Midwest,Wisconsin,Milwaukee,Men's Apparel,29.0,34,99.0,60.0,Online,2021-03-01,2021-01-01
West Gear,1185732,2021-09-04,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,23.0,34,78.0,35.0,Online,2021-09-01,2021-01-01
Kohl's,1185732,2021-03-06,Northeast,New Jersey,Newark,Men's Apparel,43.0,34,146.0,66.0,Online,2021-03-01,2021-01-01
Sports Direct,1185732,2021-02-05,Northeast,Connecticut,Hartford,Women's Athletic Footwear,32.0,34,109.0,48.0,Online,2021-02-01,2021-01-01
Sports Direct,1185732,2021-09-13,Northeast,Massachusetts,Boston,Men's Apparel,52.0,34,177.0,64.0,Online,2021-09-01,2021-01-01
Sports Direct,1185732,2021-10-15,Northeast,Massachusetts,Boston,Women's Street Footwear,53.0,34,180.0,63.0,Online,2021-10-01,2021-01-01
Foot Locker,1185732,2021-11-18,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,42.0,34,143.0,57.0,Outlet,2021-11-01,2021-01-01
Foot Locker,1185732,2021-12-18,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,40.0,34,136.0,52.0,Outlet,2021-12-01,2021-01-01
Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Women's Athletic Footwear,27.0,34,92.0,29.0,Outlet,2021-03-01,2021-01-01
Sports Direct,1185732,2021-10-15,Northeast,Massachusetts,Boston,Men's Apparel,51.0,34,173.0,49.0,Outlet,2021-10-01,2021-01-01
Foot Locker,1185732,2021-07-27,Midwest,Illinois,Chicago,Women's Athletic Footwear,47.0,33,155.0,79.0,Online,2021-07-01,2021-01-01
Foot Locker,1185732,2021-07-28,Midwest,Illinois,Chicago,Men's Apparel,56.0,33,185.0,87.0,Online,2021-07-01,2021-01-01
Foot Locker,1185732,2021-06-15,Midwest,Nebraska,Omaha,Men's Athletic Footwear,38.0,33,125.0,63.0,Online,2021-06-01,2021-01-01
Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,28.0,33,92.0,42.0,Online,2021-01-01,2021-01-01
Sports Direct,1185732,2021-10-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,38.0,33,125.0,50.0,Online,2021-10-01,2021-01-01
West Gear,1185732,2021-09-04,Midwest,Wisconsin,Milwaukee,Men's Apparel,33.0,33,109.0,71.0,Online,2021-09-01,2021-01-01
West Gear,1185732,2021-10-03,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,34.0,33,112.0,48.0,Online,2021-10-01,2021-01-01
West Gear,1185732,2021-10-03,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,32.0,33,106.0,43.0,Online,2021-10-01,2021-01-01
West Gear,1185732,2021-10-03,Midwest,Wisconsin,Milwaukee,Men's Apparel,44.0,33,145.0,91.0,Online,2021-10-01,2021-01-01
Foot Locker,1185732,2021-01-24,Northeast,West Virginia,Charleston,Men's Apparel,42.0,33,139.0,60.0,Online,2021-01-01,2021-01-01
West Gear,1185732,2021-04-21,Northeast,Maryland,Baltimore,Women's Street Footwear,24.0,33,79.0,39.0,Online,2021-04-01,2021-01-01
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Men's Apparel,44.0,33,145.0,58.0,Online,2021-01-01,2021-01-01
Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Men's Athletic Footwear,32.0,33,106.0,53.0,Online,2021-04-01,2021-01-01
Sports Direct,1185732,2021-04-14,Northeast,Massachusetts,Boston,Men's Apparel,49.0,33,162.0,61.0,Online,2021-04-01,2021-01-01
Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Men's Apparel,43.0,33,142.0,60.0,Outlet,2021-03-01,2021-01-01
Foot Locker,1185732,2021-09-06,Northeast,Rhode Island,Providence,Men's Apparel,34.0,33,112.0,40.0,Outlet,2021-09-01,2021-01-01
Sports Direct,1185732,2021-01-17,Northeast,Rhode Island,Providence,Women's Athletic Footwear,25.0,33,83.0,26.0,Outlet,2021-01-01,2021-01-01
Foot Locker,1185732,2021-09-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,30.0,32,96.0,44.0,Outlet,2021-09-01,2021-01-01
Sports Direct,1185732,2021-10-15,Northeast,Massachusetts,Boston,Women's Athletic Footwear,38.0,32,122.0,33.0,Outlet,2021-10-01,2021-01-01
Foot Locker,1185732,2021-11-19,Northeast,Pennsylvania,Philadelphia,Men's Apparel,59.0,31,183.0,77.0,Online,2021-11-01,2021-01-01
Foot Locker,1185732,2020-12-07,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,24.0,31,74.0,34.0,Online,2020-12-01,2020-01-01
Foot Locker,1185732,2021-05-31,Midwest,Nebraska,Omaha,Men's Apparel,41.0,31,127.0,62.0,Online,2021-05-01,2021-01-01
Amazon,1185732,2021-10-19,Northeast,Maine,Portland,Women's Street Footwear,52.0,31,161.0,89.0,Online,2021-10-01,2021-01-01
Foot Locker,1128299,2021-03-22,West,Arizona,Phoenix,Men's Apparel,54.0,31,167.0,69.0,Online,2021-03-01,2021-01-01
Foot Locker,1185732,2021-03-11,Midwest,South Dakota,Sioux Falls,Men's Apparel,47.0,31,146.0,73.0,Online,2021-03-01,2021-01-01
Sports Direct,1185732,2021-05-10,Midwest,North Dakota,Fargo,Men's Apparel,46.0,31,143.0,68.0,Online,2021-05-01,2021-01-01
Foot Locker,1185732,2021-10-06,Midwest,Iowa,Des Moines,Women's Athletic Footwear,34.0,31,105.0,44.0,Online,2021-10-01,2021-01-01
West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,19.0,31,59.0,27.0,Online,2021-03-01,2021-01-01
West Gear,1185732,2021-02-22,Northeast,Maryland,Baltimore,Men's Apparel,41.0,31,127.0,57.0,Online,2021-02-01,2021-01-01
West Gear,1185732,2021-04-21,Northeast,Maryland,Baltimore,Men's Athletic Footwear,32.0,31,99.0,47.0,Online,2021-04-01,2021-01-01
Foot Locker,1185732,2021-11-21,Northeast,Maryland,Baltimore,Men's Apparel,56.0,31,174.0,76.0,Online,2021-11-01,2021-01-01
Foot Locker,1185732,2021-03-13,Northeast,Delaware,Wilmington,Women's Athletic Footwear,32.0,31,99.0,53.0,Online,2021-03-01,2021-01-01
Kohl's,1185732,2021-10-08,Northeast,New Jersey,Newark,Women's Athletic Footwear,48.0,31,149.0,77.0,Online,2021-10-01,2021-01-01
Foot Locker,1185732,2021-08-07,Northeast,Rhode Island,Providence,Men's Apparel,45.0,31,140.0,56.0,Online,2021-08-01,2021-01-01
Sports Direct,1185732,2021-03-13,Northeast,Massachusetts,Boston,Men's Apparel,36.0,31,112.0,33.0,Outlet,2021-03-01,2021-01-01
Foot Locker,1185732,2021-06-16,Midwest,Nebraska,Omaha,Women's Street Footwear,32.0,30,96.0,46.0,Online,2021-06-01,2021-01-01
Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Men's Apparel,51.0,30,153.0,80.0,Online,2021-03-01,2021-01-01
Sports Direct,1185732,2021-02-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,29.0,30,87.0,39.0,Online,2021-02-01,2021-01-01
Sports Direct,1185732,2021-04-09,Midwest,North Dakota,Fargo,Men's Apparel,58.0,30,174.0,84.0,Online,2021-04-01,2021-01-01
West Gear,1185732,2021-05-20,Northeast,Maryland,Baltimore,Women's Athletic Footwear,37.0,30,111.0,53.0,Online,2021-05-01,2021-01-01
Sports Direct,1185732,2021-09-20,Northeast,Maryland,Baltimore,Men's Apparel,48.0,30,144.0,62.0,Online,2021-09-01,2021-01-01
Kohl's,1185732,2021-02-08,Northeast,New Jersey,Newark,Women's Athletic Footwear,29.0,30,87.0,46.0,Online,2021-02-01,2021-01-01
Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Women's Athletic Footwear,32.0,30,96.0,40.0,Online,2021-03-01,2021-01-01
Foot Locker,1185732,2021-12-19,Northeast,Pennsylvania,Philadelphia,Men's Apparel,43.0,30,129.0,43.0,Outlet,2021-12-01,2021-01-01
Amazon,1185732,2021-10-15,South,Alabama,Birmingham,Women's Athletic Footwear,25.0,30,75.0,25.0,Outlet,2021-10-01,2021-01-01
West Gear,1128299,2021-03-23,West,Oregon,Portland,Men's Apparel,43.0,30,129.0,57.0,Outlet,2021-03-01,2021-01-01
Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Women's Street Footwear,40.0,30,120.0,53.0,Outlet,2021-10-01,2021-01-01
Foot Locker,1185732,2021-11-18,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,51.0,29,148.0,70.0,Online,2021-11-01,2021-01-01
Foot Locker,1185732,2021-12-18,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,48.0,29,139.0,63.0,Online,2021-12-01,2021-01-01
Amazon,1185732,2021-10-28,Northeast,Maine,Portland,Men's Apparel,49.0,29,142.0,51.0,Online,2021-10-01,2021-01-01
Amazon,1185732,2021-04-22,Southeast,Kentucky,Louisville,Women's Athletic Footwear,42.0,29,122.0,61.0,Online,2021-04-01,2021-01-01
Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,56.0,29,162.0,75.0,Online,2021-04-01,2021-01-01
West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Women's Athletic Footwear,23.0,29,67.0,30.0,Online,2021-01-01,2021-01-01
Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Women's Street Footwear,45.0,29,131.0,68.0,Online,2021-10-01,2021-01-01
Sports Direct,1185732,2021-03-13,Northeast,Massachusetts,Boston,Men's Apparel,46.0,29,133.0,52.0,Online,2021-03-01,2021-01-01
